detailedStatsLink,competitionDescription,logo,nameSeason,possibleGames,gamesPlayed,goalsScored,assists,yellowCards,secondYellowCards,redCards,startElevenPercent,minutesPlayedPercent,goalsContributedPercent,goalkeeper,concededGoals,cleanSheets,blockedPenaltyPercent,minutesPlayed,player_id,player_name,player_number
/facundo-colidio/leistungsdatendetails/spieler/491705/wettbewerb/AR1N/saison/2023,Liga Profesional,https://tmssl.akamaized.net//images/logo/normal/ar1n.png?lm=1612869286,2024,17.0,13.0,4.0,0.0,2.0,0.0,0.0,58.82352941176471,53.59477124183007,20.0,False,0.0,0.0,0.0,820.0,491705,Facundo Colidio,11
/facundo-colidio/leistungsdatendetails/spieler/491705/wettbewerb/CLI/saison/2023,Libertadores,https://tmssl.akamaized.net//images/logo/normal/cli.png?lm=1483122483,2024,10.0,9.0,3.0,1.0,2.0,0.0,0.0,50.0,53.22222222222223,23.52941176470588,False,0.0,0.0,0.0,479.0,491705,Facundo Colidio,11
/facundo-colidio/leistungsdatendetails/spieler/491705/wettbewerb/ARCA/saison/2023,Copa Argentina,https://tmssl.akamaized.net//images/logo/normal/arca.png?lm=1641845291,2024,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,False,0.0,0.0,0.0,180.0,491705,Facundo Colidio,11
/facundo-colidio/leistungsdatendetails/spieler/491705/wettbewerb/CDCA/saison/2023,Copa de la Liga - Playoffs,https://tmssl.akamaized.net//images/logo/normal/cdca.png?lm=1647533050,2024,1.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,0.0,False,0.0,0.0,0.0,90.0,491705,Facundo Colidio,11
/facundo-colidio/leistungsdatendetails/spieler/491705/wettbewerb/CDLP/saison/2023,Copa de la Liga,https://tmssl.akamaized.net//images/logo/normal/cdlp.png?lm=1647591044,2024,14.0,13.0,6.0,0.0,0.0,0.0,0.0,64.28571428571429,61.1904761904762,23.076923076923077,False,0.0,0.0,0.0,771.0,491705,Facundo Colidio,11
/miguel-borja/leistungsdatendetails/spieler/211397/wettbewerb/AR1N/saison/2023,Liga Profesional,https://tmssl.akamaized.net//images/logo/normal/ar1n.png?lm=1612869286,2024,18.0,14.0,7.0,1.0,4.0,0.0,0.0,61.111111111111114,65.0,38.095238095238095,False,0.0,0.0,0.0,1053.0,211397,Miguel Borja,9
/miguel-borja/leistungsdatendetails/spieler/211397/wettbewerb/CLI/saison/2023,Libertadores,https://tmssl.akamaized.net//images/logo/normal/cli.png?lm=1483122483,2024,10.0,9.0,6.0,2.0,2.0,0.0,0.0,90.0,87.66666666666667,47.05882352941176,False,0.0,0.0,0.0,789.0,211397,Miguel Borja,9
/miguel-borja/leistungsdatendetails/spieler/211397/wettbewerb/ARCA/saison/2023,Copa Argentina,https://tmssl.akamaized.net//images/logo/normal/arca.png?lm=1641845291,2024,2.0,2.0,1.0,1.0,0.0,0.0,0.0,100.0,83.88888888888889,25.0,False,0.0,0.0,0.0,151.0,211397,Miguel Borja,9
/miguel-borja/leistungsdatendetails/spieler/211397/wettbewerb/CDCA/saison/2023,Copa de la Liga - Playoffs,https://tmssl.akamaized.net//images/logo/normal/cdca.png?lm=1647533050,2024,1.0,1.0,1.0,0.0,1.0,0.0,0.0,100.0,100.0,50.0,False,0.0,0.0,0.0,90.0,211397,Miguel Borja,9
/miguel-borja/leistungsdatendetails/spieler/211397/wettbewerb/CDLP/saison/2023,Copa de la Liga,https://tmssl.akamaized.net//images/logo/normal/cdlp.png?lm=1647591044,2024,14.0,12.0,12.0,0.0,1.0,0.0,0.0,78.57142857142857,70.87301587301587,46.15384615384615,False,0.0,0.0,0.0,893.0,211397,Miguel Borja,9
